text,intent,slot_tags
what are the words to the chorus for this song,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how's everything,courtesy,"['O', 'O', 'O']"
is the course you suggested self-paced?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
is the in-app purchasing course self-paced?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'O', 'O', 'O']"
"talk to you soon, bye!",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend an intermediate course on az-900: microsoft azure fundamentals offered by udemy that starts august 20 and has a rating of low?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'B-provider', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
i need to speak to customer service regarding my flight,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what big news happened over the weekend,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
any recommendations for sql courses that are certified and have a duration of 2 months?,recommend,"['O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
is there a deadline to enroll in the how to restore and colorize old photos with artificial intelligence course?,details,"['O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O']"
is there a data visualization course with a start date of august 20?,recommend,"['O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
has there been anything breaking this afternoon,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i would like to know more about the certification of the class.,details,"['O', 'O', 'O', 'B-course_name', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O']"
can you tell me the start date and certification of the implementing a data management strategy course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you tell us more about the getting started with cloud shell and gcloud course provider?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
"nice, excellent!",courtesy,"['O', 'O', 'O', 'O']"
i'm looking for courses that have been reviewed by more than 1500 people.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
what topics are covered in the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hello, ai",courtesy,"['O', 'O', 'O']"
ai goodbye,courtesy,"['O', 'O']"
what is the golden ratio's number,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
where does jiu jitsu originate,oos,"['O', 'O', 'O', 'O', 'O']"
thanks for that answer,courtesy,"['O', 'O', 'O', 'O']"
can you recommend a course that lasts more than 3 months and costs $2926?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
what's going on,courtesy,"['O', 'O', 'O', 'O']"
i'm looking for a course that has a 4.5 rating from udemy.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'B-provider', 'O']"
i want to enroll in the course but i'm not sure about the start date and process.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm interested in a course that lasts less than 4 months.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
hey hey!,courtesy,"['O', 'O', 'O']"
bye,courtesy,['O']
is the brexit finalized yet,oos,"['O', 'O', 'O', 'O', 'O']"
how many acres do you need to buy a horse,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many people still live on greenland,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the duration and rating of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
you've been a great help,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
is there any sam witteveen courses that you can recommend?,recommend,"['O', 'O', 'O', 'B-institution', 'I-institution', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks for the assist,courtesy,"['O', 'O', 'O', 'O']"
what are some good courses that last 6 months and have a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the duration and certification status of the course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'B-certified', 'O', 'O', 'O', 'O', 'O']"
later gator!,courtesy,"['O', 'O', 'O']"
"goodbye, ai assistant",courtesy,"['O', 'O', 'O', 'O']"
hello there ai,courtesy,"['O', 'O', 'O']"
what is the current price of tsla,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
does the course by extern code offer a certificate?,details,"['O', 'O', 'O', 'O', 'B-institution', 'I-institution', 'O', 'O', 'B-certified', 'O']"
how much is the creating a dao website with hotglue course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can the nsa crack the encryption on my iphone,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a course that has a duration of self paced and costs $2926?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
what channel is cw on,oos,"['O', 'O', 'O', 'O', 'O']"
what is the duration of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
would you tell me how the ai is doing,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what's the current demand for wood from rain forests,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
this was a nice conversation,courtesy,"['O', 'O', 'O', 'O', 'O']"
can you tell me about a course that has a rating of 4.5?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
bye now,courtesy,"['O', 'O']"
how fast am i going,oos,"['O', 'O', 'O', 'O', 'O']"
thank you ai for everything you do,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i have to go but it was nice talking again!,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thank you!,courtesy,"['O', 'O', 'O']"
i want to know more about the course that has a high rating.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
please ping the rfid in my wallet and tell me where it's at right now,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the duration and rating of the sql for developers and analysts course?,details,"['O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
"i want to know more about the ruby for absolute beginners! class, including the course link and the provider.",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what courses with 2000 reviews are available from udemy?,recommend,"['O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'B-provider', 'O']"
"what is the duration, pricing, and rating of the fundamentals of building.net desktop applications course?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'B-course_name', 'I-course_name', 'O', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the duration of the microservices: design patterns course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
is there a course with a duration of 4 weeks that starts june 1 that has a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
are androids expensive,oos,"['O', 'O', 'O']"
erase all voicemails in my inbox please,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm interested in the building full-stack apps with react and spring course. can you tell me more about its duration and rating?,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O']"
tell me more about the course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
find me a good band instructor or two to compare in my area,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i am interested in enrolling in the cool 3d grid layout - can i clone it? course. can you tell me about the enrollment dates and the course's duration?,details,"['I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name']"
tell me the best way to freshen the smell in my car,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you look up how i shoot a time lapse video on my iphone camera or is it even possible,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what's the runtime of all the lord of the rings movies combined,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"what is the duration and rating of the nft crypto master class: buy, sell and create nfts course?",details,"['O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what are the best reinforcement learning courses that last less than 4 months?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
"great, thanks!",courtesy,"['O', 'O', 'O', 'O']"
what are the best short courses for python?,recommend,"['O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'B-topic', 'O']"
there is a start date of july 15 for an intermediate level course on web design.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O']"
is the course self-paced?,details,"['O', 'O', 'O', 'O', 'O']"
is it possible to recommend a certified intermediate course on microsoft azure?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O']"
can you recommend a course that starts june 1 and has a rating of 3.8 or less?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O']"
the institute for pure & applied mathematics has courses with 2000 reviews and a duration of more than a decade.,recommend,"['O', 'B-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hey, what's new",courtesy,"['O', 'O', 'O', 'O', 'O']"
can you order some ointment for me,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
who is the provider of the az- 220 - microsoft certified:azure internet of things developer specialty course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'B-certified', 'O', 'O', 'O', 'I-course_name', 'I-course_name', 'O', 'O']"
where do frogs come from,oos,"['O', 'O', 'O', 'O', 'O']"
i'm looking for a grafana course with more than 1500 reviews that offers a certification and lasts 6 months 3 weeks.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
is there a fee for the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course with a start date that is flexible and rated by 2000 people.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O', 'O', 'O', 'B-num_rating', 'O', 'O']"
can you suggest a generative artificial intelligence course with a duration of more than 3 months that starts june 1 and has a rating of high?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
can you tell me more about the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are the prices and duration of the course?,details,"['O', 'O', 'B-course_name', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O']"
what are some good junit courses that last 4 weeks and have a link to more information?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much candy have i consumed this week,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"suggest some deep learning courses with good reviews by 2000 students, offered by linkedin learning with a duration of 4 weeks and a rating of above 3.5.",recommend,"['O', 'O', 'B-topic', 'I-provider', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'B-provider', 'I-provider', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
is it possible to suggest a course with a duration of long that starts august 20 and has a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
is there a course with less than 4 months of content?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'O']"
let me know how you are doing,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what blockchain development courses with 2000 reviews can you recommend?,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'O']"
does the course have any special requirements?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
get me the rates of hacking susceptibility for household in my area,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hello, are you doing alright",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that has a high rating on the video sharing website.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
there are courses that have a duration of more than 3 months.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
i would like to thank you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
hi there,courtesy,"['O', 'O']"
how can i sign up for the class?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how is everything going for you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
what is the best artificial intelligence course that has a rating greater than 4.0?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O']"
do you recommend courses from statistics.com?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-institution', 'O']"
does the course include any work?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
your answer is appreciated,courtesy,"['O', 'O', 'O', 'O']"
hey there fellow,courtesy,"['O', 'O', 'O']"
it was great to speak with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm interested in a course that lasts 4 weeks.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
what are the best courses to take if unreal engine starts on june 1?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
do you have any suggestions for courses with a duration of less than 4 months?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
appreciated,courtesy,['O']
who is the start of the movie almost famous,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i appreciate your help, thank you",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"is there a deadline for the quantum information science i, part 3 course?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what are the best wordpress courses available with a duration of more than 3 months?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
what is my current signal strength,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
is there a course that lasts 4 weeks instead of the ones you listed?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
nice seeing you bye,courtesy,"['O', 'O', 'O', 'O']"
"this was a nice chat, goodbye",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks for those recommendations! how about a course with long of content?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'O']"
is there a intermediate course on gitlab offered by linkedin learning with a duration of 6 months 3 weeks and a rating of 4.5?,recommend,"['O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'O', 'O', 'B-provider', 'I-provider', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
"what is the process to enroll in the actionable machine learning for tackling distribution shift - huaxiu yao course? please include details on its pricing, duration, and start date.",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what courses with more than 1500 reviews are available for less than 4 months?,recommend,"['O', 'O', 'O', 'B-num_rating', 'I-duration', 'I-num_rating', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
what are the best-rated xamarin courses available from coursera that last more than 3 months and cost $3503?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'B-provider', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
can you recommend a course that has low reviews?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
what is the length of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
does the course have good reviews?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you give a course outline for the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me more about the helm package manager course,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O']"
does the course have any special requirements?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much is the c# basics: learn to code the right way course?,details,"['O', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
which sport is the most fun,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
salutations!,courtesy,"['O', 'O']"
"can you tell us more about the data science for climate change course, such as its rating and duration?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
this was a great conversation,courtesy,"['O', 'O', 'O', 'O', 'O']"
what are the benefits of completing college,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many greek mythology characters are there,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
check the status of my amazon orders for me,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
merci beaucoup,courtesy,"['O', 'O']"
can you retrieve client d's file please,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a fee for the course?,details,"['O', 'O', 'B-course_name', 'O', 'O', 'O', 'O', 'O']"
what windows server courses with a rating of high and a start date of august 20 can you recommend?,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O']"
please check if god is really living in a small apartment in brussels,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is it possible to enroll in the complete guide to aws step functions course?,details,"['O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
it was nice to speak with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
how you are,courtesy,"['O', 'O', 'O']"
how does a democracy work,oos,"['O', 'O', 'O', 'O', 'O']"
is it possible to give the syllabus for the flutter 2 crash course - todo app course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O']"
where can i sign up for the what's new in php 8.0 - learn how to use php 8.0's new features with real-world examples course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
"hello, anyone there",courtesy,"['O', 'O', 'O', 'O']"
can you suggest a java course with a duration of long that starts july 15 and has a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
"oh, thanks",courtesy,"['O', 'O', 'O']"
the provider of the course is not known.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i have to get going,courtesy,"['O', 'O', 'O', 'O', 'O']"
what advanced courses can you recommend that are offered by microsoft learn?,recommend,"['O', 'B-level', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-provider', 'I-provider', 'O']"
can you tell me more about the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a certification for completing the course?,details,"['O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O']"
how do i enroll in the basic recommender systems course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the best course at the university of british columbia that has a rating of high?,recommend,"['O', 'O', 'B-institution', 'O', 'O', 'O', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'O', 'I-institution', 'B-rating', 'O']"
how is everything going,courtesy,"['O', 'O', 'O', 'O']"
i'm grateful to you,courtesy,"['O', 'O', 'O', 'O', 'O']"
how do they filter pollutants out of bottled water,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hello, how's your day",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
"hello, how are things",courtesy,"['O', 'O', 'O', 'O', 'O']"
can you dim the brightness of my screen,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the rating for the az-204: develop message-based solutions course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
look up the email address of the local police,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
show me the best times to book flights for traveling to another country,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what was the original name of jesus in egyptian myth,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much has the dow changed today,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
good night,courtesy,"['O', 'O']"
please provide the enrollment link for the visual studio essential training: 01 exploring the visual studio ecosystem course. what are the details on its duration and pricing?,details,"['O', 'O', 'I-course_name', 'O', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
hi there alexa,courtesy,"['O', 'O', 'O']"
i am very grateful,courtesy,"['O', 'O', 'O', 'O']"
i'd like to know the start date and certification of the prepare rhcsa with practice course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
you’re the best thanks so much!,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
hey what's up,courtesy,"['O', 'O', 'O', 'O']"
can you see a hdmi cord,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
how can i get a better rate on my card,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is the course certified and who is the provider?,details,"['O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'O']"
what were the top stories this week,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"how are you doing, ai",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
can you tell me the start date and certification of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O']"
